id,source,source_date_accessed,source_id,short_title,author,year,genre,gender,translator,title,publication,format,catalogue_numbers,notes,further_editions
2185,GARSIDE1800-1829,20100817,1828A079,Tales of an Antiquary,Richard THOMSON,1828,?,Male,,"TALES OF AN ANTIQUARY: CHIEFLY ILLUSTRATIVE OF THE MANNERS, TRADITIONS, AND REMARKABLE LOCALITIES OF ANCIENT LONDON. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828","3 vols (I vi, 360p; II 393p; III 353p). 12&deg;",Corvey; CME 3-628-52306-0; ECB 575; EN2 1828: 79; NSTC 2T10488; OCLC 4653693,Dedication to the Author of Waverley. OCLC 49374946 describes MS of 83 leaves containing material for a 2nd series held at Princeton,"1832 as <i>Legends of London</i> (NSTC); German trans., 1829 (as <i>Sagen der Vorzeit</i> (RS)]"
2187,GARSIDE1800-1829,20100817,1828A081,Almack's Revisited,Charles WHITE,1828,?,Male,,ALMACK'S REVISITED. IN THREE VOLUMES,"London:                     Saunders and Otley, Conduit Street, 1828",3 vols (I 384p; II 336p; III 368p). 12&deg;,Corvey; CME 3-628-47049-8; ECB 14; EN2 1828: 81; NSTC 2W16615; OCLC 6037815,"The same book as <a href=""titleDetails.asp?title=1828A082""><i>Herbert Milton</i></a> (EN2 1828: 82) with another t.p. and a different setting. Colophon in all vols: 'Printed by J. F. Dove, St. John's Square'",2nd edn 1828 (NSTC); New York 1828 (OCLC)
2188,GARSIDE1800-1829,20100817,1828A082,Herbert Milton,Charles WHITE,1828,?,Male,,HERBERT MILTON. IN THREE VOLUMES,"London:                     Saunders and Otley, Conduit Street, 1828",3 vols (I 381p; II 327p; III 366p). 12&deg;,Corvey; CME 3-628-47779-4; ECB 265; EN2 1828: 82; NSTC 2W16625; OCLC 36034843,"A notice at the beginning of vol. 1 (after t.p., and before beginning of main text) claims that 'the following work was originally written under the title of ""Almack's"", and before the Publication of that popular Novel'&mdash;see EN2 1828: 81 for the same text under the different title of <a href=""titleDetails.asp?title=1828A081""><i>Almack's Revisited</i></a>, and EN2 1826: 47 for the original <a href=""titleDetails.asp?title=1984""><i>Almack's</i></a>. Colophon in all vols: 'Printed by S. and R. Bentley, Dorset Street'","German trans., 1828 [as 'Herbert Milton, oder Leben der hﬁ›heren St&auml;nde in London' (RS)]"
2110,GARSIDE1800-1829,20100817,1828A004,"Hundred Years Hence, A",ANON,1828,a,Male,,"A HUNDRED YEARS HENCE; OR THE MEMOIRS OF CHARLES, LORD MORESBY, WRITTEN BY HIMSELF","London:                     Published by Longman, Rees, Orme, Brown, and Green, Paternoster Row, 1828","1 vol.  (iv, 210p). 12&deg;",Corvey; CME 3-628-47785-9; ECB 288; EN2 1828: 5; NSTC 2M36097; OCLC 20875718,Collates in sixes,
2140,GARSIDE1800-1829,20100817,1828A034,Sir Michael Scott,Allan CUNNINGHAM,1828,goth,Male,,"SIR MICHAEL SCOTT, A ROMANCE, BY ALLAN CUNNINGHAM. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington-Street, 1828","3 vols (I viii, 296p; II 307p; III 307p). 12&deg;",Corvey; CME 3-628-47363-2; ECB 147; EN2 1828: 35; NSTC 2C46747; xOCLC,,"German trans., 1829"
2176,GARSIDE1800-1829,20100817,1828A070,Chronicles of the Canongate. Second Series,Sir Walter SCOTT,1828,goth,Male,,"CHRONICLES OF THE CANONGATE. SECOND SERIES. BY THE AUTHOR OF ""WAVERLEY,"" &C. IN THREE VOLUMES","Edinburgh:                     Printed for Cadell and Co.; and Simpkin and Marshall, London, 1828",3 vols (I 336p; II 336p; III 348p). 8&deg;,Corvey; CME 3-628-48542-8; ECB 521; EN2 1828: 72; NSTC 2S9531; OCLC 764449,"Saint Valentine's Day; or, the Fair Maid of Perth' (drop-head title) begins at vol. 1, p. 23","2nd edn' 1828 as <i>St Valentine's Day; or, the Fair Maid of Perth</i> (CBEL3, OCLC); New York 1828 (NSTC) [also Philadelphia 1828 (NSTC)]; French trans., 1828 [as <i>La Jolie Fille de Perth</i> (see note below)]; German trans., 1828 [as <i>Das schﬁ›ne M&auml;dchen von Perth</i> (RS)]. Numerous reprintings in collected edns. Robert Cadell on 15 Aug 1828 wrote to Scott saying he was sending 'a Copy of an old friend in a new dress ""La Jolie Fille de Perth""' (see Grierson, X, 485). This would suggest a French translation in circulation before the 1829 imprint found in CCFR"
2159,GARSIDE1800-1829,20100817,1828A053,Young John Bull,Francis LATHOM,1828,potgoth,Male,,"YOUNG JOHN BULL; OR, BORN ABROAD AND BRED AT HOME. A NOVEL. BY FRANCIS LATHOM, AUTHOR OF THE MYSTERIOUS FREEBOOTER; PUZZLED AND PLEASED; LONDON; HUMAN BEINGS; VERY STRANGE BUT VERY TRUE; ASTONISHMENT; POLISH BANDIT; UNKNOWN; FATAL VOW; MIDNIGHT BELL; LIVE AND LEARN; MEN AND MANNERS; &C. &C. IN THREE VOLUMES","London:                     A. K. Newman & Co. Leadenhall-Street, 1828","3 vols (I viii, 327p; II 286p; III 283p). 12&deg;",Corvey; CME 3-628-47966-5; ECB 331; EN2 1828: 54; NSTC 2L5041; xOCLC,"The Author's Address to the Reader', dated Philadelphia, 1 Mar 1828",
2120,GARSIDE1800-1829,20100817,1828A014,"Croppy, The",Michael BANIM,1828,potgoth,Male,,"THE CROPPY; A TALE OF 1798. BY THE AUTHORS OF ""THE O'HARA TALES,"" ""THE NOWLANS,"" AND ""THE BOYNE WATER."" IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 314p; II 299p; III 318p). 12&deg;,Corvey; CME 3-628-47353-5; ECB 145; EN2 1828: 17; NSTC 2B6685; OCLC 6707061,"For evidence that Michael, as opposed to John, Banim was the author of this title, see <a href=""../guide/update4.html"">EN2 Update 4</a> and Publishing Papers (click on link below). Dedication 'to Sheffield Grace, Esq, F.S.A. &c.', signed 'The O'Hara Family'","1834 (NUC); Philadelphia 1839 (OCLC); French trans., 1833"
2121,GARSIDE1800-1829,20100817,1828A015,"Anglo-Irish of the Nineteenth Century, The",John BANIM,1828,potgoth,Male,,THE ANGLO-IRISH OF THE NINETEENTH CENTURY. A NOVEL. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 308p; II 305p; III 303p). 12&deg;,Corvey; CME 3-628-47060-9; ECB 19; EN2 1828: 16; NSTC 2B6659; OCLC 13302121,,"1838 (OCLC); French trans., 1829"
2122,GARSIDE1800-1829,20100817,1828A016,"Rou&#233;, The",Samuel BEAZLEY,1828,,Male,,THE ROU&#201;. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 350p; II 362p; III 408p). 12&deg;,Corvey; CME 3-628-48556-8; ECB 504; EN2 1828: 18; NSTC 2B13992; OCLC 5053632,,New York 1828 (NSTC)
2123,GARSIDE1800-1829,20100817,1828A017,"Prima Donna, The",Richard BECKE,1828,,Male,,THE PRIMA DONNA. A TALE OF TO-DAY,"London:                     Edward Bull, Holles Street, 1828","1 vol.  (vi, 320p). 12&deg;",Corvey; CME 3-628-54705-9; ECB 469; EN2 1828: 19; NSTC 2B14142; xOCLC,,
2124,GARSIDE1800-1829,20100817,1828A018,"Man of Two Lives, The",James BOADEN,1828,,Male,,THE MAN OF TWO LIVES. A NARRATIVE WRITTEN BY HIMSELF. IN TWO VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",2 vols (I 273p; II 303p). 12&deg;,Corvey; CME 3-628-48082-5; ECB 365; EN2 1828: 20; NSTC 2B38843; OCLC 13288443,Signed at end Edward Sydenham (fictional),Boston 1829 (NSTC)
2128,GARSIDE1800-1829,20100817,1828A022,Pelham,Edward George BULWER LYTTON,1828,,Male,,"PELHAM; OR, THE ADVENTURES OF A GENTLEMAN. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 339p; II 316p; III 366p). 12&deg;,Corvey; CME 3-628-47171-0; ECB 440; EN2 1828: 24; NSTC 2B57442; OCLC 7804717,,"2nd edn 1828 (NSTC); 3rd edn 1829 (OCLC); 1833 (NSTC); 1835 (OCLC); 1839 (NSTC); [at least 2 more edns to 1850]; New York 1829 (NSTC); French trans., 1828; German trans., 1829"
2132,GARSIDE1800-1829,20100817,1828A026,Tales of the West,John CARNE,1828,,Male,,TALES OF THE WEST. BY THE AUTHOR OF LETTERS FROM THE EAST. IN TWO VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",2 vols (I 315p; II 319p). 12&deg;,Corvey; CME 3-628-51166-6; ECB 98; EN2 1828: 28; NSTC 2C8059; OCLC 899492,Pagination in vol. 1 runs incorrectly from 314 to 317 (i.e. no pp. 315 and 316),New York 1828 (OCLC)
2133,GARSIDE1800-1829,20100817,1828A027,Confessions of an Old Maid,Edmund Frederick John CARRINGTON,1828,,Male,,CONFESSIONS OF AN OLD MAID. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 295p; II 294p; III 291p). 12&deg;,Corvey; CME 3-628-47314-4; ECB 130; EN2 1828: 29; NSTC 2C9602; xOCLC,,
2135,GARSIDE1800-1829,20100817,1828A029,Felician Alphery,Hewson CLARKE,1828,?,Male,,"FELICIAN ALPHERY; OR, THE FORTUNES OF THE RALEIGH FAMILY. BY THE AUTHOR OF ""HERWALD DE WAKE."" IN THREE VOLUMES","London:                     Printed for A. K. Newman and Co., 1828",3 vols (I 268p; II 248p; III 254p). 12&deg;,Corvey; CME 3-628-47484-1; ECB 202; EN2 1828: 30; NSTC 2C24212; xOCLC,,
2137,GARSIDE1800-1829,20100817,1828A031,Salathiel,George CROLY,1828,,Male,,"SALATHIEL. A STORY OF THE PAST, THE PRESENT, AND THE FUTURE. IN THREE VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828","3 vols (I viii, 338p; II 324p; III 417p). 12&deg;",Corvey; CME 3-628-48505-3; ECB 512; EN2 1828: 32; NSTC 2C43772; OCLC 3300384,Dedication to the Duke of Newcastle,"2nd edn 1828 (NSTC); new edn 1829 (OCLC); 1842 (NSTC); New York & Philadelphia 1828 (OCLC); French trans., 1828 [as <i>Salathiel, ou le juif-errant</i> (CCFR)]; German trans., 1829 [as <i>Salathiel, oder Memoiren des ewigen Juden; also as Der ewige Jude, eine historische Novelle der Vorzeit</i> (RS)]"
2138,GARSIDE1800-1829,20100817,1828A032,Tales of the Great St Bernard,George CROLY,1828,,Male,,TALES OF THE GREAT ST. BERNARD. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 336p; II 336p; III 321p). 8&deg;,BL Cup.402.d.3; ECB 576; EN2 1828: 33; NSTC 2C43779; OCLC 1591029,"S.l. of BL copy reads 'Second Edition', but no suggestion of this in the text itself","2nd edn 1829 (Corvey), CME 3-628-51149-6; New York 1829 (NSTC)"
2139,GARSIDE1800-1829,20100817,1828A033,"English in France, The",Eyre Evans CROWE,1828,?,Male,,"THE ENGLISH IN FRANCE. BY THE AUTHOR OF ""THE ENGLISH IN ITALY."" IN THREE VOLUMES","London:                     Saunders and Otley, Conduit Street, 1828",3 vols (I 327p; II 357p; III 338p). 12&deg;,Corvey; CME 3-628-47828-6; ECB 187; EN2 1828: 34; NSTC 2P15296; OCLC 13345219,"Additional unpaginated page bound at end of vol. 3, with the following statement: 'Should any errors be discovered in the following pages, the reader is requested to consider them as arising from the author's absence from England, and the consequent impossibility of his personal correction of the press.' For reasons for the attribution to Crowe, as opposed to Constantine Henry Phipps, Marquis of Normanby, see Notes to <a href=""titleDetails.asp?title=1825A021""><i>The English in Italy</i></a> (EN2 1825: 23), in conjunction with <a href=""../guide/update2.html"">EN2 Update 2</a>",2nd edn 1828 (NSTC); Philadelphia 1829 (OCLC)
2143,GARSIDE1800-1829,20100817,1828A037,Life in the West,&#8230; DEALE,1828,,Male,,"LIFE IN THE WEST; OR, THE CURTAIN DRAWN. A NOVEL. DEDICATED, BY PERMISSION, TO THE RIGHT HON. ROBERT PEEL, M.P. CONTAINING SKETCHES, SCENES, CONVERSATIONS, AND ANECDOTES OF THE LAST IMPORTANCE TO FAMILIES, AND MEN OF RANK, FASHION, AND FORTUNE. FOUNDED ON FACTS. BY A FLAT ENLIGHTENED. IN TWO VOLUMES","London:                     C. Chapple, Royal Library, 59, Pall Mall, 1828","2 vols (I x, 309p; II 318p). 12&deg;",Corvey; CME 3-628-48103-1; ECB 345; EN2 1828: 38; NSTC 2D6460; OCLC 20312659,"Wolff (Item 7637; V, 35&ndash;36) doubts the attribution to Deale found in Block, NSTC, and NUC. As he notes, <i>Craven Derby, or the Lordship by Tenure</i> (see EN3 1832: 26), which carries on its t.p. 'by the author of Crockford's: or Life in the West', is ascribed to Henry Luttrell (as an alternative to '&mdash;&mdash; Deale') in H & L. Dedication to the Right Hon. Robert Peel, M.P., dated London, 1 Dec 1827","2nd edn 1828, as <i>Crockford's; or, Life in the West</i> (NSTC); 3rd edn 1828 (NSTC); 1830 (OCLC); New York 1828 (NSTC)"
2145,GARSIDE1800-1829,20100817,1828A039,"Voyage of Captain Popanilla, The","Benjamin, Earl of Beaconsfield DISRAELI",1828,goth,Male,,"THE VOYAGE OF CAPTAIN POPANILLA. BY THE AUTHOR OF ""VIVIAN GREY.""","London:                     Henry Colburn, New Burlington Street, 1828","1 vol.  (viii, 243p). 12&deg;",Corvey; CME 3-628-48810-9; ECB 617; EN2 1828: 40; NSTC 2D14249; OCLC 2765477,"Dedication 'to Robert Ward, Esq., &c. &c. &c. of Chesham Woburn Hall, in the County of Bucks'",1829 (NSTC); Philadelphia 1828 (OCLC)
2146,GARSIDE1800-1829,20100817,1828A040,"History of a French Dagger, The",,1828,,Male,,"THE HISTORY OF A FRENCH DAGGER; AN ANECDOTE OF THE REVOLUTION. TRANSLATED FROM THE FRENCH, BY HENRY L. DUBOIS, LATE SURGEON OF CAVALRY IN THE IMPERIAL ARMY","London:                     Printed for the Author, by G. Duckworth, 76, Fleet-Street, 1828","2 vols (I iv, xvi, 200p; II 199p). 12&deg;",BL 1208.k.2; EN2 1828: 41; NSTC 2D20843; OCLC 40978560,"No French original discovered. Dedication 'To My Subscribers', vol. 1, pp. iii&ndash;iv. 'List of Subscribers', pp. [i]&ndash;xvi (2nd sequence)",
2147,GARSIDE1800-1829,20100817,1828A041,Montauban and the Monk Hilario,George FITZ-GEORGE,1828,,Male,,"MONTAUBAN AND THE MONK HILARIO. A LEGEND OF THE THIRTEENTH CENTURY. BY GEORGE FITZ-GEORGE, ESQ. IN THREE VOLUMES","London:                     Printed for A. K. Newman and Co., 1828","3 vols (I xxii, 327p; II 310p; III 326p). 12&deg;",Corvey; CME 3-628-47603-8; ECB 207; EN2 1828: 42; NSTC 2F7359; xOCLC,"Preface, by the Editor', vol. 1, pp. [i]&ndash;xxii., signed George Fitz-George, 10 Oct 1827. Continuous roman and arabic pagination in vol. 1, with novel proper beginning at p. [23]",
2148,GARSIDE1800-1829,20100817,1828A042,"Kuzzilbash, The",James Baillie FRASER,1828,,Male,,THE KUZZILBASH. A TALE OF KHORASAN. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828",3 vols (I 348p; II 359p; III 332p). 12&deg;,Corvey; CME 3-628-49016-2; ECB 325; EN2 1828: 43; NSTC 2F14798; OCLC 2478593,"ECB dates 1826, but no copy with this imprint date discovered",New York 1828 (OCLC)
2154,GARSIDE1800-1829,20100817,1828A048,Tales and Sketches,William HAY,1828,,Male,,"TALES AND SKETCHES, BY JACOB RUDDIMAN, A.M. OF MARISCHAL COLLEGE, ABERDEEN","Edinburgh:                     John Anderson, jun. 55, North Bridge Street, and Simpkin & Marshall, London, 1828",1 vol.  (300p). 8&deg;,Corvey; CME 3-628-51124-0; ECB 505; EN2 1828: 49; NSTC 2R20055; OCLC 10839913,18 tales,
2155,GARSIDE1800-1829,20100817,1828A049,"English in India, The",William Browne HOCKLEY,1828,?,Male,,"THE ENGLISH IN INDIA. BY THE AUTHOR OF ""PANDURANG HARI,"" AND ""THE ZENANA."" IN THREE VOLUMES","London:                     Printed for W. Simpkin and R. Marshall, Stationers'-Hall Court, 1828","3 vols (I vii, 328p; II 382p; III 353p). 12&deg;",Corvey; CME 3-628-47829-4; ECB 187; EN2 1828: 50; NSTC 2H24560; OCLC 21920639,Wrongly attributed to Thomas Henry Ottley in H&L,"<i>The English in India and Other Sketches</i> (1835), identified in OCLC as a further edn of Hockley's title, is in fact another work&mdash;see EN3 1835: 2"
2160,GARSIDE1800-1829,20100817,1828A054,Herbert Lacy,Thomas Henry LISTER,1828,?,Male,,HERBERT LACY. BY THE AUTHOR OF GRANBY. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828","3 vols (I vi, 305p; II 289p; III 285p). 12&deg;",Corvey; CME 3-628-47706-9; ECB 265; EN2 1828: 55; NSTC 2L17196; OCLC 4355482,"Dedication 'to Thomas Lister, Esq of Armitage Park, Staffordshire', signed 'Your very affectionate son, the author'",1833 (OCLC); Philadelphia 1828 (NSTC)
2161,GARSIDE1800-1829,20100817,1828A055,"Betrothed Lovers, The",Alessandro MANZONI,1828,,Male,Charles SWAN,THE BETROTHED LOVERS; A MILANESE TALE OF THE XVIIth. CENTURY: TRANSLATED FROM THE ITALIAN OF ALESSANDRO MANZONI. IN THREE VOLUMES,"Pisa:                     Nicolo Capurro, Lung Arno, 1828","3 vols (I xvii, 390p; II 397p; III 347p). 12&deg;",BL 635.f.28; ECB 367; EN2 1828: 57; NSTC 2M13705; OCLC 21398960,"Trans. of <i>I promessi sposi</i> (Milan, 1825&ndash;26, but not published until 1827). ECB lists Rivington as publisher, and dates June 1828, indicating that Swan's translation had a full circulation in Britain","1834 (NSTC, another trans.); 1844 (Wolff, Item 4479(b), another trans.); 1845 (NSTC, another trans.); Washington 1834 (OCLC, another trans.)"
2162,GARSIDE1800-1829,20100817,1828A056,Legends of Scotland. Third Series,Ronald M'CHRONICLE,1828,?|scott,Male,,"LEGENDS OF SCOTLAND. THIRD SERIES. IN THREE VOLUMES. CONTAINING EDWARD FALCONER. BY RONALD M'CHRONICLE, ESQ","London:                     A. K. Newman & Co. Leadenhall-Street, 1828",3 vols (I 241p; II 233p; III 226p). 12&deg;,Corvey; CME 3-628-48070-1; ECB 358; EN2 1828: 56; NSTC 2M1928; xOCLC,,
2163,GARSIDE1800-1829,20100817,1828A057,"Life of Mansie Wauch, The",David Macbeth MOIR,1828,,Male,,"THE LIFE OF MANSIE WAUCH, TAILOR IN DALKEITH. WRITTEN BY HIMSELF","Edinburgh:                     William Blackwood, and T. Cadell, London, 1828","1 vol.  (viii, 374p). 12&deg;",Corvey; ECB 627; EN2 1828: 58; NSTC 2M32196; OCLC 19038233,"Dedication 'to John Galt, Esq. of Guelph, Upper Canada'. 'Part of this Autobiography originally appeared in Blackwood's Magazine' appears on verso of half-title",1839 (NSTC); 1845 (NSTC); New York 1828 (OCLC)
2165,GARSIDE1800-1829,20100817,1828A059,"Adventures of Hajji Baba, of Ispahan, in England, The",James Justinian MORIER,1828,potgoth,Male,,"THE ADVENTURES OF HAJJI BABA, OF ISPAHAN, IN ENGLAND. IN TWO VOLUMES","London:                     John Murray, Albemarle-Street, 1828","2 vols (I xxxii, 306p; II 352p). 12&deg;",BL N.564; ECB 396; EN2 1828: 60; NSTC 2M36629; OCLC 3857113,"Introduction dated London, 19 Apr 1828","1835 (NSTC); 1850 (NSTC); New York & Philadelphia 1828 (NSTC, NUC); German trans., 1829"
2166,GARSIDE1800-1829,20100817,1828A060,"Romance of History, The",Henry NEELE,1828,,Male,,THE ROMANCE OF HISTORY. ENGLAND. BY HENRY NEELE. IN THREE VOLUMES,"London:                     Printed for Edward Bull, 26, Holles Street, Cavendish Square, 1828","3 vols (I ix, vi, 355p; II vi, 364p; III vi, 352p). 12&deg;",Corvey; CME 3-628-51101-1; ECB 409; EN2 1828: 61; NSTC 2R16432; OCLC 6365281,Dedication 'to the King's Most Excellent Majesty',"2nd edn 1828 (OCLC); 3rd edn 1829 (OCLC); 4th edn 1831 (NSTC); 1833 (NSTC); Philadelphia 1828 (NSTC); German trans., 1828 [as <i>Romantische Erz&auml;hlungen aus der Geschichte Englands</i> (RS)]"
2167,GARSIDE1800-1829,20100817,1828A061,Yes and No,"Constantine Henry, Marquis of Normanby PHIPPS",1828,?,Male,,"YES AND NO: A TALE OF THE DAY. BY THE AUTHOR OF ""MATILDA."" IN TWO VOLUMES","London:                     Henry Colburn, New Burlington Street, 1828","2 vols (I vii, 335p; II 270p). 12&deg;",Corvey; CME 3-628-48985-7; ECB 652; EN2 1828: 62; NSTC 2P15316; OCLC 2306938,,"Philadelphia 1828 (OCLC); French trans., 1830"
2170,GARSIDE1800-1829,20100817,1828A064,"Adventures and Vagaries of Twm Shon Catti, The",Thomas Jeffery Llewelyn PRICHARD,1828,,Male,,"THE ADVENTURES AND VAGARIES OF TWM SHON CATTI, DESCRIPTIVE OF LIFE IN WALES: INTERSPERSED WITH POEMS. BY T. J. LLEWELYN PRICHARD","Aberystwyth:                     Printed for the Author, by John Cox, 1828",1 vol.  (252p). 12&deg;,BL 12614.dd.11; NSTC 2P26274; EN2 1828: 65; OCLC 13305768,"Collates in sixes. Claimed as the first indigenous Welsh novel (see Gerald Morgan, 'The First Anglo-Welsh Novel', <i>The Anglo-Welsh Review</i> 17 (1968), 114&ndash;22)",Cowbridge [1839] (NSTC)
2174,GARSIDE1800-1829,20100817,1828A068,Penelope,William Pitt SCARGILL,1828,?,Male,,"PENELOPE: OR, LOVE'S LABOUR LOST. A NOVEL. IN THREE VOLUMES","London:                     Printed for Hunt and Clarke, York Street, Covent Garden, 1828",3 vols (I 358p; II 331p; III 296p). 8&deg;,Corvey; CME 3-628-48413-8; ECB 440; EN2 1828: 70; NSTC 2S6005; OCLC 8887405,"For the problematic issue of author attribution, see Notes to <a href=""titleDetails.asp?title=1826A068""><i>Truth: A Novel by the Author of Nothing</i></a> (EN2 1826: 68), in conjunction with EN2 Updates <a href=""../guide/update2.html"">2</a>, <a href=""../guide/update3.html"">3</a>, and <a href=""../guide/update4.html"">4</a>",
2178,GARSIDE1800-1829,20100817,1828A072,Tales of Woman,Frederick SHOBERL,1828,,Male,,TALES OF WOMAN. IN TWO VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1828","2 vols (I vi, 331p; II 271p). 12&deg;",Corvey; CME 3-628-51168-2; ECB 576; EN2 1828: 74; NSTC 2S20069; OCLC 11436004,"I The Wife; Helen [Lindorf]; II Helen, concluded; The Russian Daughter; The Mother. In the Preface the 'Editor' states that the tales, by different hands, are 'designed to illustrate the character of that sex, on which lordly Man, in some of his lofty moods, is apt to look down with a degree of contempt; and to show him that if there are qualities of mind in which he surpasses Woman, yet it would be difficult for him to exhibit such sublime examples of the heroism of affection as she has to produce' (p. [iii]). Block, NSTC, and OCLC list as 'edited by' Shoberl; Wolff (IV, 114&ndash;15; Item 6296) questions the attribution",New York 1829 (OCLC)
2183,GARSIDE1800-1829,20100817,1828A077,"Fireside Book, A",Charles Benjamin TAYLER,1828,?,Male,,"A FIRESIDE BOOK, OR THE ACCOUNT OF A CHRISTMAS SPENT AT OLD COURT. BY THE AUTHOR OF MAY YOU LIKE IT","London:                     Printed for J. A. Hessey, 93, Fleet-Street, 1828","1 vol.  (229p, ill.). 8&deg;",BL N.192(2); CME 3-628-47619-4; ECB 206; EN2 1828: 77; NSTC 2T2779; OCLC 5395086,"Dedication 'To my Sisters, Fancy and Charlotte'",1830 (OCLC); '2nd edn' 1830 (OCLC); Boston 1832 (OCLC)
2186,GARSIDE1800-1829,20100817,1828A080,Gomez Arias,Joaquin Telesforo de TRUEBA Y COSIO,1828,,Male,,"GOMEZ ARIAS; OR, THE MOORS OF THE ALPUJARRAS. A SPANISH HISTORICAL ROMANCE. BY DON TELESFORO DE TRUEBA Y COSIO. IN THREE VOLUMES","London:                     Hurst, Chance, and Co. 65, St. Paul's Church Yard, 1828","3 vols (I xi, 262p; II 260p; III 235p). 12&deg;",Corvey; CME 3-628-48834-6; ECB 601; EN2 1828: 80; NSTC 2T18797; OCLC 13376948,"Preface mentions 'the work being written in English by a Spaniard' (p. xi). Dedication to the Right Honourable Lord Holland, dated London, Mar 1828","German trans., 1828; French trans., 1829"
2189,GARSIDE1800-1829,20100817,1828A083,"Life and Remains of Wilmot Warwick, The",George WIGHTWICK,1828,,Male,,THE LIFE AND REMAINS OF WILMOT WARWICK. EDITED BY HIS FRIEND HENRY VERNON,"London:                     James Ridgway, Piccadilly, 1828/29",2 vols (I (1828) 326p; II (1829) 314p). 8&deg;,Corvey; ECB 345; EN2 1828: 83; NSTC 2W7023; OCLC 35111006,"Dedication to 'Geoffrey Crayon, Esq.', signed 'Henry Vernon'",
2134,GARSIDE1800-1829,20100817,1828A028,"Hebrew, The",Charles William CHALKLEN,1828,,Unknown,,"THE HEBREW, A SKETCH IN THE NINETEENTH CENTURY: WITH THE DREAM OF SAINT KENYA","Edinburgh:                     Printed for W. Blackwood, and T. Cadell, Strand, London, 1828","1 vol.  (viii, 232p). 12&deg;",Corvey; CME 3-628-51037-6; ECB 262; EN2 1828: 4; NSTC 2H15773; OCLC 43288153,"For evidence concerning the tentative new attribution(s), see <a href=""../guide/update3.html"">EN2 Update 3</a> and Publishing Papers (click on link below). Pp. [221]&ndash;232 contain 'The Dream of Saint Kenya' (poem)",
2210,GARSIDE1800-1829,20100817,1829A021,"Fitzwalters, The",James Norris BREWER,1829,?,Male,,"THE FITZWALTERS, BARONS OF CHESTERTON; OR, ANCIENT TIMES IN ENGLAND. BY THE AUTHOR OF A WINTER'S TALE, SECRETS MADE PUBLIC, SIR FERDINAND OF ENGLAND, SIR GILBERT EASTERLING, OLD FAMILY LEGEND, &C. &C. IN FOUR VOLUMES","London:                     Printed for A. K. Newman and Co., 1829","4 vols (I ii, 296p; II 266p; III 257p; IV 256p). 12&deg;",Corvey; CME 3-628-47604-6; ECB 207; EN2 1829: 20; NSTC 2F7679; OCLC 37213002,,
2224,GARSIDE1800-1829,20100817,1829A035,Tales of a Voyager to the Arctic Ocean. Second Series,Robert Pierce GILLIES,1829,?,Male,,TALES OF A VOYAGER TO THE ARCTIC OCEAN. SECOND SERIES. IN THREE VOLUMES,"London:                     Henry Colburn, New Burlington Street, 1829",3 vols (I 342p; II 352p; III 337p). 12&deg;,Corvey; CME 3-628-48875-3; ECB 575; EN2 1829: 33; NSTC 2G8248; OCLC 12041978,,1834 (NSTC)
2240,GARSIDE1800-1829,20100817,1829A051,Margaret Coryton,George JONES,1829,?,Male,,"MARGARET CORYTON. BY LEIGH CLIFFE, ESQ. AUTHOR OF ""PARGA,"" &C. IN THREE VOLUMES","London:                     R. & S. A. Bielefeld, Rathbone-Place, and Galignani, Paris, 1829",3 vols (I 267p; II 282p; III 251p). 12&deg;,Corvey; CME 3-628-47292-X; ECB 121; EN2 1829: 49; NSTC 2C26363; OCLC 46320772,"Dedication to the Right Honourable Lady Charlotte Bury. Preface dated London, May 1829. George Jones is identified as the author of the chain of novels associated with the pseudonym Leigh Cliffe (see also EN2 1820: 40, 1822: 49, 1823: 49). This sequence of works is nevertheless claimed by Christian Frederick Wieles in his appeals to the Royal Literary Fund (see RLF 12: 444; and for further details, <a href=""../guide/update4.html"">EN2 Update 4</a>)",
